,b1-nummer,Naam,District,Verkiezingdatum,Vermogen,margin,Sterfdatum,Vermogen_deflated,before,after,lifespan,election_type,party_election,amount_votes,amount_electors,amount_seats,turnout,kiesdrempel,begin_period,end_period,tenure,date_of_birth,place_of_birth,party,election_after_arp,election_after_rk,election_after_lib,howmany_before_alg,howmany_after_alg,age_at_election,age_of_death,turnout_previous_el,diff_turn,no_candidates,taxespercap_1859,taxespercap_1889,taxespercap_diff,birthplace_pop_1859,birthplace_cath,birthplace_prot,birthplace_ov,birthplace_share_cath,birthplace_share_prot,district_cath,district_prot,district_ov,district_pop_1859,district_pop_1889,birthplace_agri,birthplace_indus,birthplace_serv,district_agri,district_indus,district_serv,party_category,prof_business,prof_politics,prof_colonial,distance_bp_hag
0,00828,G.M. van der Linden,Gouda,30/11/1848,276159.77,0.026446280991736,04-04-1888,257675.934985976,0,27,14370.0,algemeen,,131.0,818,1.0,635.0,318.0,1849-02-13,1888-03-26,39.13972602739726,09-09-1812,Dordrecht,Thorbeckiaan;liberaal;Liberale Unie,0,0,0,0,7,36.24931506849315,75.61917808219178,,,8,4.7724881641241454,6.145055484029183,1.3725673199050377,15208.0,2294.0,16837.0,189.0,0.11873706004140787,0.87148033126294,3058.0,8167.0,146.0,9832.666666666666,9852.0,0.0132026520611127,0.2665897953300663,0.4314211588353993,0.0296282137054382,0.3289687470132849,0.3741756666348084,liberal,0,0,0,40.43342728687952
0,01582,W. Wijnaendts,Ridderkerk,30/11/1848,152344.32,0.088028169014085,20-04-1884,130112.146629126,1,2,12925.0,algemeen,,196.0,737,1.0,603.0,302.0,1849-02-13,1850-08-19,1.5123287671232877,30-01-1814,Delft,'pragmatisch' liberaal,0,0,0,0,2,34.85753424657534,70.26849315068493,570.0,33.0,7,3.80835734870317,4.313163258134795,0.5048059094316248,13417.333333333334,4531.0,9479.0,24.0,0.3228587715547955,0.675431095909933,17.0,2854.0,15.0,3385.333333333333,3875.5,0.0223865409402347,0.2838342039210366,0.3657825113628655,0.0608561113976276,0.517792676637442,0.1518824136152656,liberal,0,1,0,9.628660017246043
0,01582,W. Wijnaendts,Ridderkerk,09/12/1848,152344.32,0.024561403508772,20-04-1884,130112.146629126,0,3,13004.0,herstemming,,292.0,737,1.0,570.0,285.0,1849-02-13,1850-08-19,1.5123287671232877,30-01-1814,Delft,'pragmatisch' liberaal,0,0,0,0,3,34.64109589041096,70.26849315068493,,,2,3.80835734870317,4.313163258134795,0.5048059094316248,13417.333333333334,4531.0,9479.0,24.0,0.3228587715547955,0.675431095909933,17.0,2854.0,15.0,3385.333333333333,3875.5,0.0223865409402347,0.2838342039210366,0.3657825113628655,0.0608561113976276,0.517792676637442,0.1518824136152656,liberal,0,1,0,9.628660017246043
0,,J.L.Th.A.L. van Scherpenzeel Heusch,Sittard,30/11/1848,,0.011441647597254,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,2,,,,,,,,,,0.0,0.0,0.0,3185.333333333333,2816.0,,,,0.1626610936955764,0.1814698711250435,0.2985022640195054,none,0,0,0,
0,,J.L.Th.A.L. van Scherpenzeel Heusch,Sittard,09/12/1848,,0.084967320261438,,,0,0,,,,,,,,,,,,,,,0,0,0,0,0,,,,,2,,,,,,,,,,0.0,0.0,0.0,3185.333333333333,2816.0,,,,0.1626610936955764,0.1814698711250435,0.2985022640195054,none,0,0,0,
0,04021,J.J.F.M.H. Corneli,Sittard,14/06/1849,,0.084615384615385,23-11-1855,,1,1,2353.0,tussentijds,,94.0,596,1.0,267.0,134.0,1840-10-22,1849-02-12,8.315068493150685,14-07-1800,Rimburg ,separatist,0,0,0,1,0,48.95068493150685,55.397260273972606,448.0,-181.0,5,,,,,,,,,,0.0,0.0,0.0,3185.333333333333,2816.0,,,,0.1626610936955764,0.1814698711250435,0.2985022640195054,none,0,1,0,178.70454712853274
0,01000,N. Olivier,Zuidhorn,07/04/1869,,0.093502377179081,12-11-1869,,12,1,160.0,herstemming,,255.0,1368,1.0,631.0,316.0,1858-04-13,1869-09-19,11.443835616438356,01-08-1808,Utrecht,Thorbeckiaan,0,0,0,2,0,61.52876712328767,61.967123287671235,529.0,102.0,3,5.295556555110009,5.861214521139117,0.5656579660291081,34830.333333333336,12478.0,22977.0,354.0,0.34845988438660674,0.641654332709654,29.0,1296.0,1.0,1613.3333333333333,1400.5,0.0243031221034069,0.2326543530848009,0.4347885063188118,0.3278688524590163,0.1339985744832501,0.2679971489665003,liberal,0,0,0,55.96368299611148
0,01000,N. Olivier,Zuidhorn,08/06/1869,,0.176803394625177,12-11-1869,,13,0,127.0,periodiek,(AH)*,331.0,1417,1.0,725.0,363.0,1858-04-13,1869-09-19,11.443835616438356,01-08-1808,Utrecht,Thorbeckiaan,0,0,0,2,0,61.61917808219178,61.967123287671235,631.0,94.0,3,5.295556555110009,5.861214521139117,0.5656579660291081,34830.333333333336,12478.0,22977.0,354.0,0.34845988438660674,0.641654332709654,29.0,1296.0,1.0,1613.3333333333333,1400.5,0.0243031221034069,0.2326543530848009,0.4347885063188118,0.3278688524590163,0.1339985744832501,0.2679971489665003,liberal,0,0,0,55.96368299611148
0,00607,S. van Houten,Groningen,28/10/1884,450750.19,0.155688622754491,14-10-1930,277948.342811287,1,16,16786.0,algemeen,(AH)*,527.0,1630,1.0,1006.0,503.0,1869-02-24,1894-03-19,25.07945205479452,17-02-1837,Groningen,liberaal,1,0,1,0,11,47.726027397260275,93.71506849315068,613.0,393.0,3,4.117668432158978,5.57332524358471,1.4556568114257322,23852.33333333333,4473.0,21055.0,516.0,0.1717478113960989,0.8084395638150822,4473.0,21055.0,516.0,23852.33333333333,28019.0,0.0169446118813207,0.207219878105954,0.4470899470899471,0.0169446118813207,0.207219878105954,0.4470899470899471,liberal,0,0,0,198.46168001186794
0,01142,D. de Ruiter Zijlker,Appingedam,12/06/1883,-4728.53,0.124756335282651,24-10-1892,-4499.04503177834,3,7,3245.0,periodiek,(AH)*,836.0,3346,1.0,1566.0,783.0,1868-04-21,1891-09-14,23.413698630136988,30-06-1835,Nieuw-Beerta,liberaal;Liberale Unie,1,0,1,0,4,48.46849315068493,57.35890410958904,1284.0,282.0,3,,,,,,,,,,198.0,2324.0,106.0,2286.0,2104.5,,,,0.1764976958525345,0.1723502304147465,0.3308755760368663,liberal,0,0,0,229.13928840166878
0,00646,W.J.A. Jonckbloet,Winschoten,18/07/1864,,0.130879345603272,19-10-1885,,1,4,7763.0,tussentijds,,182.0,1175,1.0,499.0,250.0,1864-09-19,1877-09-24,13.021917808219179,06-07-1817,Den Haag,Puttianen;liberaal,0,0,0,0,2,47.14520547945205,68.41369863013699,514.0,-15.0,5,7.266662836129625,6.700342454833588,-0.5663203812960376,52212.0,10724.0,29315.0,1856.0,0.2559732664995823,0.6997255042367825,62.0,2120.0,150.0,3266.6666666666665,3907.5,0.0289568744812429,0.20220712874528,0.4164786476660315,0.1233523999005222,0.2054215369311116,0.3914449142004476,liberal,0,0,0,0.0
0,00646,W.J.A. Jonckbloet,Winschoten,02/08/1864,,0.159533073929961,19-10-1885,,0,5,7924.0,herstemming,,298.0,1175,1.0,514.0,257.0,1864-09-19,1877-09-24,13.021917808219179,06-07-1817,Den Haag,Puttianen;liberaal,0,0,0,0,2,46.704109589041096,68.41369863013699,721.0,-207.0,2,7.266662836129625,6.700342454833588,-0.5663203812960376,52212.0,10724.0,29315.0,1856.0,0.2559732664995823,0.6997255042367825,62.0,2120.0,150.0,3266.6666666666665,3907.5,0.0289568744812429,0.20220712874528,0.4164786476660315,0.1233523999005222,0.2054215369311116,0.3914449142004476,liberal,0,0,0,0.0
0,,D. Mulder Dzn.,Winschoten,26/02/1878,,0.013646702047005,,,0,2,,tussentijds,,465.0,2558,1.0,1330.0,665.0,,,,27/11/1825,Winschoten,,0,0,0,0,0,52.28493150684932,,337.0,993.0,5,2.899897959183673,3.4267434420985285,0.5268454829148554,3266.6666666666665,62.0,2120.0,150.0,0.026586620926243566,0.9090909090909091,62.0,2120.0,150.0,3266.6666666666665,3907.5,0.1233523999005222,0.2054215369311116,0.3914449142004476,0.1233523999005222,0.2054215369311116,0.3914449142004476,none,0,0,0,219.31580760249318
0,01479,J.W.J. van Vos van Steenwijk,Winschoten,12/03/1878,225561.23,0.061480552070264,10-10-1897,232494.574055408,0,0,6886.0,,,,,,,,1878-03-18,1888-03-26,10.03013698630137,02-03-1827,De Wijk ,liberaal;Liberale Unie,0,0,0,0,0,51.865753424657534,70.73150684931507,,,2,,,,,,,,,,62.0,2120.0,150.0,3266.6666666666665,3907.5,,,,0.1233523999005222,0.2054215369311116,0.3914449142004476,liberal,0,1,0,149.90575662222125
0,01479,J.W.J. van Vos van Steenwijk,Winschoten,10/06/1879,225561.23,0.185490519373454,10-10-1897,232494.574055408,0,0,6579.0,,,,,,,,1878-03-18,1888-03-26,10.03013698630137,02-03-1827,De Wijk ,liberaal;Liberale Unie,1,0,1,0,0,52.706849315068496,70.73150684931507,,,3,,,,,,,,,,62.0,2120.0,150.0,3266.6666666666665,3907.5,,,,0.1233523999005222,0.2054215369311116,0.3914449142004476,liberal,0,1,0,149.90575662222125
0,00348,H.L. Drucker,Winschoten,01/09/1887,3013169.65,0.058989898989899,05-09-1917,2041786.66720306,0,14,11077.0,algemeen,,475.0,2923,2.0,2568.0,642.0,1894-05-16,1913-06-30,19.134246575342466,11-08-1857,Amsterdam,vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub;VDB,1,0,1,0,9,29.18904109589041,59.536986301369865,709.0,1859.0,6,5.29904566898963,5.897275162291912,0.5982294933022816,167028.0,42311.0,137959.0,21444.0,0.209757379259744,0.6839336882913432,62.0,2120.0,150.0,3266.6666666666665,3907.5,0.0023550204965438,0.2402444779627453,0.4643832067143531,0.1233523999005222,0.2054215369311116,0.3914449142004476,liberal,0,0,0,51.42203206133449
0,00315,J. Dirks,Leeuwarden,12/06/1860,,0.019607843137255,25-11-1892,,10,10,11677.0,periodiek,,520.0,2946,1.0,1039.0,520.0,1849-02-13,1866-09-30,17.638356164383563,19-06-1811,Leeuwarden,conservatief,0,0,0,6,4,49.5013698630137,81.4931506849315,1656.0,-617.0,2,3.861318187196781,5.9646436434134,2.1033254562166186,16902.0,2874.0,13015.0,615.0,0.17413960252060107,0.7885967038293747,2874.0,13015.0,615.0,16902.0,15216.5,0.0374796646227005,0.2070454261043674,0.4988111625578776,0.0374796646227005,0.2070454261043674,0.4988111625578776,protestant,0,0,0,159.975949380688
0,00315,J. Dirks,Leeuwarden,30/10/1860,,0.032615384615385,25-11-1892,,9,11,11714.0,tussentijds,,839.0,2946,1.0,1656.0,828.0,1849-02-13,1866-09-30,17.638356164383563,19-06-1811,Leeuwarden,conservatief,0,0,0,6,4,49.4,81.4931506849315,831.0,825.0,2,3.861318187196781,5.9646436434134,2.1033254562166186,16902.0,2874.0,13015.0,615.0,0.17413960252060107,0.7885967038293747,2874.0,13015.0,615.0,16902.0,15216.5,0.0374796646227005,0.2070454261043674,0.4988111625578776,0.0374796646227005,0.2070454261043674,0.4988111625578776,protestant,0,0,0,159.975949380688
0,00616,H.U. Huguenin,Sneek,27/08/1850,,0.14305898975627,07-10-1873,,0,4,8353.0,algemeen,,800.0,2805,2.0,3110.0,778.0,1850-10-07,1855-11-05,5.082191780821918,23-11-1808,Wolvega,'pragmatisch' liberaal,0,0,0,0,1,41.78630136986301,64.67123287671232,908.0,2202.0,9,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,145.055680917654
0,00663,A.F. Jongstra,Sneek,27/08/1850,,0.138113740727658,04-08-1871,,5,5,7529.0,algemeen,,542.0,2884,2.0,3062.0,766.0,1850-10-07,1853-04-25,2.5506849315068494,12-04-1808,Bakhuizen,Thorbeckiaan,0,0,0,2,1,41.75616438356165,62.38356164383562,908.0,2154.0,9,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,117.29055455150527
0,00616,H.U. Huguenin,Sneek,13/06/1854,,0.096919609316304,07-10-1873,,3,1,6967.0,periodiek,,713.0,2741,1.0,1359.0,680.0,1850-10-07,1855-11-05,5.082191780821918,23-11-1808,Wolvega,'pragmatisch' liberaal,0,0,0,2,0,45.583561643835615,64.67123287671232,3556.0,-2197.0,3,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,145.055680917654
0,01572,S. Wybenga,Sneek,12/06/1860,,0.089156626506024,09-09-1886,,4,10,9408.0,periodiek,,452.0,2759,1.0,850.0,425.0,1855-06-28,1886-09-08,31.21917808219178,18-06-1804,Franeker,conservatief;'pragmatisch' liberaal;liberaal,0,0,0,0,4,56.50684931506849,82.28219178082192,1323.0,-473.0,2,2.680340425531915,3.124479021950542,0.44413859641862663,3916.6666666666665,636.0,3205.0,0.0,0.1655818797188232,0.8344181202811768,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.1446693657219973,0.1748987854251012,0.3379217273954116,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,148.84640108899066
0,01572,S. Wybenga,Sneek,14/06/1864,,0.112373737373737,09-09-1886,,5,9,8122.0,periodiek,,705.0,2919,1.0,1607.0,804.0,1855-06-28,1886-09-08,31.21917808219178,18-06-1804,Franeker,conservatief;'pragmatisch' liberaal;liberaal,0,0,0,0,4,60.03013698630137,82.28219178082192,1385.0,222.0,3,2.680340425531915,3.124479021950542,0.44413859641862663,3916.6666666666665,636.0,3205.0,0.0,0.1655818797188232,0.8344181202811768,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.1446693657219973,0.1748987854251012,0.3379217273954116,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,148.84640108899066
0,00625,W.H. Idzerda,Sneek,10/06/1873,,0.063001605136437,06-12-1881,,6,2,2806.0,periodiek,(AH)*,1419.0,4153,2.0,5024.0,1256.0,1858-09-20,1881-09-17,23.008219178082193,13-08-1816,Rauwerd,Thorbeckiaan;liberaal,0,0,0,0,0,57.18630136986302,64.87397260273973,2253.0,2771.0,4,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,149.90303568432074
0,01572,S. Wybenga,Sneek,10/06/1873,,0.057985553772071,09-09-1886,,10,4,4721.0,periodiek,(AH)*,1394.0,4153,2.0,5024.0,1256.0,1855-06-28,1886-09-08,31.21917808219178,18-06-1804,Franeker,conservatief;'pragmatisch' liberaal;liberaal,0,0,0,2,2,69.34794520547945,82.28219178082192,2253.0,2771.0,4,2.680340425531915,3.124479021950542,0.44413859641862663,3916.6666666666665,636.0,3205.0,0.0,0.1655818797188232,0.8344181202811768,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.1446693657219973,0.1748987854251012,0.3379217273954116,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,148.84640108899066
0,00931,A. Moens,Sneek,08/06/1875,1750,0.15243415802075,24-06-1899,1738.58956775,5,1,8723.0,periodiek,,2166.0,4309,1.0,3769.0,1885.0,1866-09-20,1880-10-30,14.12054794520548,15-04-1827,Hillegersberg,liberaal;Kappeynianen,0,0,0,2,0,48.342465753424655,72.24109589041096,5024.0,-1255.0,2,2.866024518388792,2.8390860476421973,-0.0269384707465945,1522.6666666666667,302.0,1638.0,6.0,0.1551901336073998,0.841726618705036,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.0,0.0,0.0,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,18.680544799818037
0,00625,W.H. Idzerda,Sneek,14/06/1881,,0.003490870032223,06-12-1881,,8,0,-2.0,periodiek,(AH)*,1886.0,4673,2.0,7468.0,1867.0,1858-09-20,1881-09-17,23.008219178082193,13-08-1816,Rauwerd,Thorbeckiaan;liberaal,1,0,1,0,0,64.87945205479453,64.87397260273973,3595.0,3873.0,4,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,149.90303568432074
0,01572,S. Wybenga,Sneek,14/06/1881,,0.002551020408163,09-09-1886,,12,2,1913.0,periodiek,(AH)*,1879.0,4673,2.0,7468.0,1867.0,1855-06-28,1886-09-08,31.21917808219178,18-06-1804,Franeker,conservatief;'pragmatisch' liberaal;liberaal,1,0,1,2,2,77.04109589041096,82.28219178082192,3595.0,3873.0,4,2.680340425531915,3.124479021950542,0.44413859641862663,3916.6666666666665,636.0,3205.0,0.0,0.1655818797188232,0.8344181202811768,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.1446693657219973,0.1748987854251012,0.3379217273954116,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,148.84640108899066
0,01572,S. Wybenga,Sneek,28/10/1884,,0.035253436788395,09-09-1886,,13,1,681.0,algemeen,(AH)*,2199.0,4698,3.0,11888.0,1981.0,1855-06-28,1886-09-08,31.21917808219178,18-06-1804,Franeker,conservatief;'pragmatisch' liberaal;liberaal,1,0,1,2,1,80.41643835616438,82.28219178082192,4053.0,7835.0,6,2.680340425531915,3.124479021950542,0.44413859641862663,3916.6666666666665,636.0,3205.0,0.0,0.1655818797188232,0.8344181202811768,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.1446693657219973,0.1748987854251012,0.3379217273954116,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,148.84640108899066
0,00132,Ph. van Blom,Sneek,28/10/1884,84135.86,0.03508476005735,13-04-1910,77464.2154586517,7,0,9297.0,algemeen,(AH)*,2197.0,4698,3.0,11888.0,1981.0,1865-03-18,1885-10-22,20.610958904109587,16-08-1824,Oudega,'pragmatisch' liberaal;liberaal,1,0,1,2,0,60.24109589041096,85.71232876712328,4053.0,7835.0,6,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,131.9024807489686
0,00239,A. Buma,Sneek,28/10/1884,,0.034241376402125,29-11-1893,,1,4,3319.0,algemeen,(AH)*,2187.0,4698,3.0,11888.0,1981.0,1882-01-27,1888-03-26,6.164383561643835,18-03-1820,Koudum,Kappeynianen;Liberale Unie,1,0,1,0,4,64.65753424657534,73.75068493150685,4053.0,7835.0,6,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,120.76770531056347
0,00239,A. Buma,Sneek,01/09/1887,,0.003798406522142,29-11-1893,,3,2,2516.0,algemeen,,2024.0,4816,2.0,7328.0,1832.0,1882-01-27,1888-03-26,6.164383561643835,18-03-1820,Koudum,Kappeynianen;Liberale Unie,1,0,1,2,2,66.85753424657534,73.75068493150685,4063.0,3265.0,7,,,,,,,,,,1106.0,4335.0,4.0,5633.666666666667,5734.5,,,,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,0,0,0,120.76770531056347
0,00553,B.H. Heldt,Sneek,01/09/1887,942,0.001667593107282,13-01-1914,818.127000231032,3,11,9865.0,algemeen,,2001.0,4816,2.0,7328.0,1832.0,1885-11-24,1901-09-16,15.819178082191781,01-09-1841,Amsterdam,liberaal;Liberale Unie;vooruitstrevende kamerclub;vrijzinnig-democratische kamerclub,1,0,1,1,6,46.03013698630137,73.05753424657534,4063.0,3265.0,7,5.29904566898963,5.897275162291912,0.5982294933022816,167028.0,42311.0,137959.0,21444.0,0.209757379259744,0.6839336882913432,1106.0,4335.0,4.0,5633.666666666667,5734.5,0.0023550204965438,0.2402444779627453,0.4643832067143531,0.0333496812162824,0.2380251757397417,0.3804152362269086,liberal,1,0,0,51.42203206133449
0,00222,I.T. ter Brugghen Hugenholtz,Dokkum,17/05/1853,,0.084886128364389,25-01-1871,,4,3,6462.0,algemeen,,524.0,1492,1.0,992.0,496.0,1849-02-13,1865-01-31,15.975342465753425,28-05-1801,IJsselstein,Thorbeckiaan,0,0,0,2,0,52.00547945205479,69.7095890410959,494.0,498.0,2,,,,,,,,,,276.0,2873.0,18.0,2982.0,2026.5,,,,0.0,0.0,0.0,liberal,0,0,0,49.56945756765367
